transaction_id,booking_jurisdiction,regulator,booking_datetime,value_date,amount,currency,channel,product_type,originator_name,originator_account,originator_country,beneficiary_name,beneficiary_account,beneficiary_country,swift_mt,ordering_institution_bic,beneficiary_institution_bic,swift_f50_present,swift_f59_present,swift_f70_purpose,swift_f71_charges,travel_rule_complete,fx_indicator,fx_base_ccy,fx_quote_ccy,fx_applied_rate,fx_market_rate,fx_spread_bps,fx_counterparty,customer_id,customer_type,customer_risk_rating,customer_is_pep,kyc_last_completed,kyc_due_date,edd_required,edd_performed,sow_documented,purpose_code,narrative,is_advised,product_complex,client_risk_profile,suitability_assessed,suitability_result,product_has_va_exposure,va_disclosure_provided,cash_id_verified,daily_cash_total_customer,daily_cash_txn_count,sanctions_screening,suspicion_determined_datetime,str_filed_datetime,is_suspicious,risk_category,suspicious_detection_count,high_risk_detected,reasons,resolved
c38457db-2699-4636-b84b-a9ca182c7fc1,HK,HKMA/SFC,2024-11-12T08:49:19,12/11/2024,1910141.9,USD,FAST (SG),fund_subscription,Calvin Barnett,GB91APUJ38951251611453,JP,Gabriel Stewart,GB37XQTZ72958411340549,GB,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-266482,individual,Medium,False,24/4/2024,24/4/2026,False,True,True,SVC,Pick way range parent lay west animal poor family.,False,False,High,True,match,False,True,True,0.0,1,potential,,,1,LOW RISK,2,0,Customer risk rating is Medium; Sanctions screening shows potential match,False
c2d0711d-9c0b-40ee-a4e5-845124d9e45b,SG,MAS,2024-01-12T00:27:35,12/1/2024,5562.81,SGD,Cash,cash_deposit,Dr. Todd Robinson Jr.,GB29KLHR03358406267233,TH,Patricia Stone,GB98PLKL01669031359790,IR,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-845523,corporate,Medium,False,25/4/2024,25/4/2025,False,True,True,INV,Music without worry feeling add key.,False,False,Balanced,True,match,False,True,False,5562.81,1,potential,,,1,HIGH PRIORITY RISK,2,1,Cash ID not verified; Customer risk rating is Medium; Sanctions screening shows potential match,False
93d3933e-5716-40ba-9cea-1f5ac87e64a5,SG,MAS,2024-07-30T10:50:47,30/7/2024,856886.08,HKD,Cheque,fund_subscription,Ashley Davis,GB67ESPT67413469553871,FR,Larry Warren,GB45USGS53891073729561,TH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-905396,domiciliary_company,High,False,22/1/2022,22/1/2023,True,True,True,LEA,Worry commercial lawyer season matter.,False,True,High,True,match,False,True,True,0.0,1,potential,,,1,MEDIUM RISK,3,0,Customer type is domiciliary company; Customer risk rating is High; Sanctions screening shows potential match,False
76030630-7d83-4308-b328-7722e7cebc6e,HK,HKMA/SFC,2024-08-08T08:49:28,8/8/2024,15050.91,USD,Cash,wire_transfer,James Hess,GB30WDTR30048616258769,RU,Andrea Ewing,GB41ZEAX74539042398317,TH,MT103,,,False,True,,,True,False,,,0.0,0.0,0,,CUST-252525,domiciliary_company,Low,True,1/7/2024,1/7/2026,True,True,True,EDU,Election modern care drop include tend bag collection set significant.,False,False,Balanced,True,match,False,True,False,15050.91,1,potential,,,1,HIGH PRIORITY RISK,2,1,Customer is a Politically Exposed Person (PEP); Cash ID not verified; Customer type is domiciliary company; Sanctions screening shows potential match,False
89bdd17b-33d4-4e91-8ddb-589f328ce5b6,CH,FINMA,2025-03-05T00:01:57,5/3/2025,20000.0,CHF,RTGS,cash_deposit,Justin Davis,GB40LRBM18652033417710,US,Robyn George,GB74RVTD78260516516257,JP,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-134275,corporate,Low,False,10/9/2024,10/9/2026,False,True,True,LEA,Eight simply discover north chance would which offer.,False,False,Balanced,True,match,False,True,False,0.0,1,potential,,,1,HIGH PRIORITY RISK,1,1,Cash ID not verified; Sanctions screening shows potential match,False
8af5bd04-7538-42bd-90d1-bd45f637cbde,CH,FINMA,2025-07-24T16:35:51,24/7/2025,437444.06,HKD,FAST (SG),fund_subscription,Anthony Campbell,GB30VFZA14319533637140,JP,Kenneth Morris,GB05AUMU55067473637330,HK,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-915215,domiciliary_company,High,True,22/9/2023,21/9/2025,True,True,False,FAM,Knowledge bank fine simple another southern particularly player.,False,False,High,True,match,False,True,True,0.0,1,none,,,1,HIGH PRIORITY RISK,2,1,Customer is a Politically Exposed Person (PEP); Source of Wealth (SOW) not documented; Customer type is domiciliary company; Customer risk rating is High,False
0458203d-f3b9-4194-999c-b243b37282b0,HK,HKMA/SFC,2024-09-24T16:07:29,24/9/2024,9013.93,USD,Cash,cash_deposit,Nicole Adams,GB22GRTW48987015240419,DE,Tammy May,GB06TLRL97179283587809,TH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-714762,domiciliary_company,Medium,False,20/8/2021,20/8/2023,False,True,True,INV,Become half present least rather.,False,False,High,True,match,False,True,True,9013.93,1,potential,,,1,MEDIUM RISK,3,0,Customer type is domiciliary company; Customer risk rating is Medium; Sanctions screening shows potential match,False
d508071d-1e95-4a25-a5cc-f936d7402bda,SG,MAS,2025-09-14T09:25:02,14/9/2025,23862.98,SGD,Cash,cash_withdrawal,Daniel Johnson,GB65GEOP38136832079787,RU,Jason Vargas,GB02UPPC48741928939846,GB,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-325921,domiciliary_company,High,False,17/11/2022,16/11/2024,True,True,True,LEA,Require amount your world easy.,False,False,Low,True,match,False,True,True,0.0,1,potential,,,1,MEDIUM RISK,3,0,Customer type is domiciliary company; Customer risk rating is High; Sanctions screening shows potential match,False
34f93eed-8bf3-4183-b120-40b733146926,CH,FINMA,2024-10-26T11:02:25,26/10/2024,20000.0,CHF,Cash,cash_deposit,Charles Nelson,GB07OACJ63398007797032,GB,Charlotte Hernandez,GB85DDID53195162686031,US,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-183569,domiciliary_company,Low,False,19/9/2021,19/9/2022,False,True,True,SVC,Structure appear right happy yeah hope performance thus employee.,False,False,Low,True,match,False,True,False,10312.83,1,potential,,,1,HIGH PRIORITY RISK,2,1,Cash ID not verified; Customer type is domiciliary company; Sanctions screening shows potential match,False
671814c9-9792-4361-99e0-fe58e081b79a,HK,HKMA/SFC,2024-05-08T05:12:21,8/5/2024,96390.08,CHF,FPS (HK),fund_subscription,Jim Figueroa,GB77TTGO02441905163228,JP,Courtney Zimmerman,GB72THRU58455878161421,CH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-280581,domiciliary_company,High,True,14/10/2019,13/10/2021,True,False,False,LEA,Return citizen throw sound receive leave economy.,False,True,Balanced,True,match,False,True,True,0.0,1,potential,,,1,HIGH PRIORITY RISK,4,1,Customer is a Politically Exposed Person (PEP); Domiciliary company without Enhanced Due Diligence (EDD); EDD required but not performed; Source of Wealth (SOW) not documented; HKMA/SFC: Missing SOW documentation (AML violation); Customer type is domiciliary company; Customer risk rating is High; Sanctions screening shows potential match,False
125871f9-cc28-48b3-81f4-0515fd33f5cb,SG,MAS,2025-09-07T06:01:42,7/9/2025,394061.52,GBP,FAST (SG),securities_trade,Jennifer Briggs,GB79AZIC43839414894776,HK,Evan Wallace,GB12LPCU26570237002730,TH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-355444,individual,Medium,False,13/8/2022,13/8/2023,False,True,True,EDU,Join radio center rate safe sometimes senior.,False,False,High,True,match,False,True,True,0.0,1,potential,,,1,LOW RISK,2,0,Customer risk rating is Medium; Sanctions screening shows potential match,False
9db0c15a-8d81-4f97-80aa-32edecc7068d,SG,MAS,2024-06-09T22:59:27,9/6/2024,444985.03,GBP,FPS (HK),securities_trade,Jose Pena,GB21CXMK19431044457746,RU,Jennifer White,GB83LPMO12129431195033,CN,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-489206,individual,High,False,28/11/2024,28/11/2025,True,True,True,INV,Decade wife senior north great best step majority government country.,False,False,High,True,match,False,True,True,0.0,1,potential,2024-06-10T04:59:27,2024-06-11T04:59:27,1,LOW RISK,2,0,Customer risk rating is High; Sanctions screening shows potential match,False
4b3a34d7-1c0d-45f7-94c0-e8706c33fff5,SG,MAS,2024-12-24T02:00:38,24/12/2024,203632.69,CNY,SWIFT,fx_conversion,Sarah Rodriguez,GB21YHXF63558386783417,AU,Anthony Francis,GB11ADPF38447873185503,GB,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-934613,domiciliary_company,Medium,True,10/5/2025,6/11/2025,True,True,True,SVC,Agency early star specific majority.,False,False,High,True,match,False,True,True,0.0,1,none,,,1,HIGH PRIORITY RISK,2,1,Customer is a Politically Exposed Person (PEP); Customer type is domiciliary company; Customer risk rating is Medium,False
77a7f3dd-7cd7-4235-86f3-06705f13dc44,CH,FINMA,2025-07-23T12:43:51,23/7/2025,102.83,JPY,Cash,cash_deposit,Melissa Valdez,GB58TAFV55376459814038,DE,Luke Armstrong,GB42QXOC70599019799132,CH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-937366,domiciliary_company,High,False,19/2/2022,19/2/2023,True,True,True,INV,Let reach support old source east myself often road including.,False,False,High,True,match,False,True,True,102.83,1,none,,,1,LOW RISK,2,0,Customer type is domiciliary company; Customer risk rating is High,False
8ef26642-b972-422a-b209-3d2a75e8c931,HK,HKMA/SFC,2025-04-02T08:11:05,2/4/2025,2790512.12,HKD,FAST (SG),fx_conversion,Lisa Davis MD,GB25BJWT06159356257125,DE,Joshua White,GB77RXQS76519083774869,VN,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-976473,domiciliary_company,Low,False,3/9/2021,3/9/2023,False,True,True,EDU,Nice natural race specific ever.,False,False,Low,True,match,False,True,True,0.0,1,potential,,,1,HIGH PRIORITY RISK,3,1,"Low risk profile customer with unusually high amount (2,790,512.12); Unusually high amount (2,790,512.12) for low risk profile customer; Customer type is domiciliary company; Sanctions screening shows potential match",False
11ab33f7-5db2-4a47-a856-9a8282250dfb,CH,FINMA,2025-04-02T13:26:52,2/4/2025,2896553.4,SGD,SWIFT,fx_conversion,Brianna Rodriguez,GB47AXYD39392361502168,ID,Michael Hunter,GB83WWUC81866583474251,HK,,,,True,True,,,True,True,CHF,SGD,0.356874,0.356162,20,Mclean-Weaver,CUST-584307,individual,Medium,False,16/11/2022,15/5/2023,False,True,True,MED,Lead require international I which within.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,1,LOW RISK,2,0,Customer risk rating is Medium; Sanctions screening shows potential match,False
7f4e7bd0-a9d3-4e92-97cc-a0d6fb1677ef,HK,HKMA/SFC,2024-11-22T15:08:39,22/11/2024,2622416.48,CNY,FPS (HK),fx_conversion,Bradley Anderson,GB75BGLN84723279145412,AE,Andrea Garcia,GB74KXUX38065524088158,AE,,,,True,True,,,True,True,GBP,CHF,1.930598,1.892743,200,"Johnson, Munoz and Perkins",CUST-338825,corporate,Low,False,20/5/2021,20/5/2022,False,True,True,MED,Total finish song machine beat network help figure.,False,False,Low,True,match,False,True,True,0.0,1,none,,,1,HIGH PRIORITY RISK,1,1,"Low risk profile customer with unusually high amount (2,622,416.48); Unusually high amount (2,622,416.48) for low risk profile customer",False
b36d1638-b257-4460-96f1-4aa391f4c12c,SG,MAS,2025-02-05T05:12:58,5/2/2025,184.71,SGD,Cash,cash_deposit,Larry Webb,GB53QPKP55171272485054,GB,George Thompson,GB73BVCO51412138944700,TH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-867925,corporate,Low,True,20/8/2020,20/8/2021,True,True,True,SAL,Word begin support often perhaps off fly stuff to book sport.,False,False,Low,True,match,False,True,False,9886.38,3,none,,,1,HIGH PRIORITY RISK,0,1,Customer is a Politically Exposed Person (PEP); Cash ID not verified,False
1b2e5d4b-0ea1-465f-8b0a-6af8c4a01868,SG,MAS,2024-11-05T19:03:31,5/11/2024,1668219.82,JPY,FAST (SG),fund_subscription,David Taylor,GB67TOPR40104841129802,US,Anthony Decker,GB58RPGF31929723912289,VN,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-597098,domiciliary_company,High,False,22/4/2021,22/4/2023,True,True,True,SVC,Senior yes local then amount brother not do.,False,True,Balanced,True,match,False,True,True,0.0,1,potential,,,1,MEDIUM RISK,3,0,Customer type is domiciliary company; Customer risk rating is High; Sanctions screening shows potential match,False
f6471e28-8e6e-47a2-a637-76ad7a7b1f5f,CH,FINMA,2025-10-13T14:44:53,13/10/2025,864358.93,JPY,FAST (SG),fx_conversion,Mark Collins,GB27LRFX76173588358575,ID,Melissa Boyer,GB90FJCT56261279995743,AE,,,,True,True,,,True,True,CNY,HKD,1.023643,1.02109,25,Smith Group,CUST-336312,individual,Low,True,15/5/2024,15/5/2025,True,True,True,LEA,Number land challenge article cause land.,False,False,Balanced,True,match,False,True,True,0.0,1,none,,,1,HIGH PRIORITY RISK,0,1,Customer is a Politically Exposed Person (PEP),False
ebaed488-257a-4304-8e4c-d705c2ab437c,SG,MAS,2024-11-09T04:33:05,9/11/2024,1470338.03,CNY,SWIFT,wire_transfer,Roger Serrano,GB03JARX75181441677561,TH,Caroline Manning,GB49EFHL17443788691147,AU,MT103,,,True,True,,,False,False,,,0.0,0.0,0,,CUST-218840,domiciliary_company,Medium,False,7/9/2021,7/9/2023,False,True,True,TAX,Yourself hard attack say scientist west.,False,False,Balanced,True,match,True,True,True,0.0,1,none,,,1,LOW RISK,2,0,Customer type is domiciliary company; Customer risk rating is Medium,False
70fd597c-a7e8-4702-91f5-3af1ac6e7c53,SG,MAS,2025-01-04T08:30:36,4/1/2025,5951.37,GBP,Cash,wire_transfer,John Smith,GB29KUOI95551719799665,TH,Devin Joseph,GB92NXVP91768421956800,ID,MT103,,,True,True,,,False,False,,,0.0,0.0,0,,CUST-805889,domiciliary_company,Medium,False,8/6/2021,8/6/2023,False,True,True,SAL,Staff score middle similar science.,False,False,Balanced,True,match,False,True,True,0.0,1,none,,,1,LOW RISK,2,0,Customer type is domiciliary company; Customer risk rating is Medium,False
99ebf81c-7167-4b3f-85ac-bbf5ad16fa43,CH,FINMA,2024-12-16T10:48:02,16/12/2024,125968.19,USD,FAST (SG),wire_transfer,Megan Gilbert,GB41QRPU81622187330401,ID,Donna Wright,GB93LJCG28989607446819,JP,MT103,ZFSKLHRB,GGLQJANE,True,True,Value after surface.,OUR,True,False,,,0.0,0.0,0,,CUST-614272,corporate,High,True,10/5/2024,10/5/2025,True,False,True,SVC,Answer adult foot sister provide forward.,False,False,High,True,match,False,True,True,0.0,1,potential,,,1,HIGH PRIORITY RISK,3,1,Customer is a Politically Exposed Person (PEP); EDD required but not performed; FINMA: High/Medium risk customer without EDD (AML violation); Customer risk rating is High; Sanctions screening shows potential match,False
d91f1ced-f660-4c02-bdf8-a73bb3d08b08,HK,HKMA/SFC,2025-03-04T22:53:33,4/3/2025,7125.38,USD,SWIFT,wire_transfer,Casey Davis,GB37VJUD72329876379383,JP,Zachary Griffin,GB33CFBO95722217011333,RU,MT202COV,BRJQAFOZ,EMARXPZX,True,True,Play past new.,BEN,True,False,,,0.0,0.0,0,,CUST-390232,individual,Medium,False,16/6/2021,16/6/2023,False,True,True,EDU,Smile former ground region rich.,False,False,Low,True,match,False,True,True,0.0,1,potential,,,1,LOW RISK,2,0,Customer risk rating is Medium; Sanctions screening shows potential match,False
e8bd05c0-bc71-4f4f-89a2-d76275d961fd,HK,HKMA/SFC,2025-08-28T03:10:55,28/8/2025,5928.64,JPY,Cash,cash_deposit,Robert Boyd,GB66IQDV65768394093321,AE,Deanna Mcdonald,GB63PIXR92868740849024,DE,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-988577,individual,Low,False,19/11/2021,19/11/2023,False,True,True,TAX,Modern her decade two entire language bring growth attack.,False,False,Balanced,True,match,False,True,False,29023.03,5,potential,,,1,HIGH PRIORITY RISK,1,1,Cash ID not verified; Sanctions screening shows potential match,False
da836a95-ad56-4786-a587-f6d85aa5db8d,SG,MAS,2024-12-31T15:49:38,31/12/2024,357833.41,HKD,FPS (HK),fx_conversion,Briana Cross,GB27ZKOQ10421874572600,IR,Rhonda Johnson,GB23CKFU64648078548911,SG,,,,True,True,,,True,True,JPY,USD,1.710783,1.708221,15,Mcclure Group,CUST-707812,domiciliary_company,Medium,False,15/5/2019,14/5/2020,False,True,True,TAX,Career there black air loss organization.,False,False,High,True,match,False,True,True,0.0,1,none,,,1,LOW RISK,2,0,Customer type is domiciliary company; Customer risk rating is Medium,False
3988b379-db63-40f2-ace1-5f3840e58bd0,CH,FINMA,2024-11-08T15:57:12,8/11/2024,265490.82,HKD,SWIFT,wire_transfer,Molly Miller,GB61SFOR39223867888665,GB,Marie Higgins,GB64JPQH70020460656417,TH,MT202COV,KXGQPCEA,TGQBUSGS,True,True,Authority how position down southern option.,BEN,True,True,USD,EUR,1.292415,1.289835,20,Hooper PLC,CUST-720000,corporate,Medium,False,23/11/2022,23/11/2023,False,True,True,SVC,Wind face minute structure difference form.,False,False,High,True,match,False,True,True,0.0,1,potential,,,1,LOW RISK,2,0,Customer risk rating is Medium; Sanctions screening shows potential match,False
c9ce3b70-676b-4242-9023-e69b3a5ad159,SG,MAS,2024-09-15T19:06:59,15/9/2024,12440.0,JPY,Cash,cash_withdrawal,Catherine Burton,GB44CZFL48246826375398,US,Adam Hill,GB37JNTG00083543283585,CH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-196600,corporate,Medium,False,11/8/2020,11/8/2022,False,True,True,MED,City explain someone official job foot ago.,False,False,High,True,match,False,True,True,0.0,1,potential,,,1,LOW RISK,2,0,Customer risk rating is Medium; Sanctions screening shows potential match,False
d90a85fb-ea6e-472b-9d41-ce233a897f2d,HK,HKMA/SFC,2025-06-18T00:48:22,18/6/2025,301294.91,HKD,FPS (HK),securities_trade,Beth Bradley,GB55FDNM20536117662068,RU,Shannon Jackson,GB79HEUX75101726788289,ID,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-687573,individual,Medium,True,26/7/2023,25/7/2025,True,False,True,INV,Investment stage fall read into suggest none recent.,True,True,Low,True,match,False,True,True,0.0,1,none,,,1,HIGH PRIORITY RISK,1,1,Customer is a Politically Exposed Person (PEP); EDD required but not performed; Customer risk rating is Medium,False
21f556a3-0ad8-4f81-81de-c506d2e88600,CH,FINMA,2025-05-22T18:57:54,22/5/2025,20000.0,CHF,FPS (HK),cash_deposit,Mrs. Jessica Murphy,GB91LDEI55447351051721,DE,Andrea Smith,GB33VIAM00492593422381,VN,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-337664,corporate,High,False,20/8/2022,16/2/2023,True,True,True,MED,List group bag thank current affect produce hot parent set.,False,True,Low,True,match,False,True,False,0.0,1,potential,,,1,HIGH PRIORITY RISK,2,1,Cash ID not verified; Customer risk rating is High; Sanctions screening shows potential match,False
f0746041-c245-4064-ba9a-5507a1922861,CH,FINMA,2024-07-26T23:46:31,26/7/2024,20000.0,CHF,SWIFT,cash_deposit,Barry Ibarra,GB32FAMR86407071752368,RU,Alicia Vincent,GB33VVAK56352411033802,IR,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-733765,individual,Low,False,9/7/2022,5/1/2023,False,True,True,INV,Story teacher provide land thing really.,False,False,Low,True,match,False,True,False,0.0,1,potential,,,1,HIGH PRIORITY RISK,1,1,Cash ID not verified; Sanctions screening shows potential match,False
64c6086d-19ef-4e40-ae69-8ea57f4c0808,CH,FINMA,2024-10-24T02:29:31,24/10/2024,20000.0,CHF,Cash,cash_deposit,Catherine Martinez,GB25VPIA70665491757339,FR,Craig Sanchez,GB61YWUS09787862543507,GB,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-786343,corporate,Low,False,21/4/2023,20/4/2025,False,True,True,SVC,Minute place left several relate staff institution foreign here.,False,False,High,True,match,False,True,False,0.0,1,potential,,,1,HIGH PRIORITY RISK,1,1,Cash ID not verified; Sanctions screening shows potential match,False
e9288f75-bbd9-42a8-bccb-4750fbcde1a8,SG,MAS,2024-03-06T22:28:02,6/3/2024,16086.78,HKD,Cash,cash_withdrawal,Sandra Montgomery,GB60XPXX58071655933548,HK,Paul Rogers,GB34EQNE94697537198855,CN,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-335428,domiciliary_company,Low,False,27/8/2023,26/8/2024,False,True,True,SVC,Make only evidence center PM system.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,1,LOW RISK,2,0,Customer type is domiciliary company; Sanctions screening shows potential match,False
